Survey,ID,Quest,CHOICE,TT1,CONG1,VAR1,TC1,TT2,CONG2,VAR2,TC2,TT3,CONG3,VAR3,TC3,AV1,AV2,AV3,age,edu,edufin,sex,E1,E2,E3,E4,E5,E6,E7
2,2086,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,51,5,5,1,2,2,3,5,5,3,5
2,2086,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,51,5,5,1,2,2,3,5,5,3,5
2,2086,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,51,5,5,1,2,2,3,5,5,3,5
2,2086,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,51,5,5,1,2,2,3,5,5,3,5
2,2086,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,51,5,5,1,2,2,3,5,5,3,5
2,2086,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,51,5,5,1,2,2,3,5,5,3,5
2,2087,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,5,3,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,2087,9,3,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,36,4,4,1,3,3,4,2,3,2,4
2,1584,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,53,4,4,2,4,5,4,2,3,2,4
2,1584,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,53,4,4,2,4,5,4,2,3,2,4
1,2088,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,60,7,6,2,4,4,4,3,2,3,2
1,2088,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,60,7,6,2,4,4,4,3,2,3,2
2,2089,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,59,6,6,1,1,5,2,1,1,1,5
2,2089,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,59,6,6,1,1,5,2,1,1,1,5
1,2602,1,3,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,7,1,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2602,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,23,4,4,1,2,4,4,3,3,4,3
1,2094,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,53,4,4,2,3,4,4,1,1,1,2
1,2094,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,53,4,4,2,3,4,4,1,1,1,2
2,2603,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,2,1,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,2603,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,55,6,5,2,5,3,5,3,3,3,4
2,1626,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,1626,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,52,2,2,1,5,1,5,5,5,1,5
2,2100,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,5,3,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,7,1,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2100,9,3,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,45,4,4,1,4,2,3,2,2,1,3
2,2104,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2104,9,3,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,55,6,3,2,5,4,2,3,3,3,3
2,2107,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,4,2,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2107,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,48,6,6,2,4,3,5,4,5,1,2
2,2110,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2110,9,2,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,51,7,7,2,2,4,4,2,2,2,3
2,2112,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2112,9,3,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,43,6,6,1,3,4,4,4,4,4,2
2,2113,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,57,2,2,1,3,2,3,3,3,3,3
2,2113,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,57,2,2,1,3,2,3,3,3,3,3
1,2119,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,3,2,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2119,9,3,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,25,4,4,2,3,3,5,3,4,3,4
1,2123,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,42,6,5,1,5,4,2,2,2,2,2
1,2123,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,42,6,5,1,5,4,2,2,2,2,2
2,2610,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,32,6,5,1,2,4,4,2,5,5,2
2,2610,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,32,6,5,1,2,4,4,2,5,5,2
1,1449,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,1449,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,34,7,7,1,2,4,3,2,3,2,1
1,2131,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,7,3,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,34,4,4,2,3,2,4,1,3,4,4
1,2131,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,34,4,4,2,3,2,4,1,3,4,4
2,2134,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,5,1,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,8,3,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2134,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,42,4,4,1,2,4,4,2,3,4,3
2,2136,1,1,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,4,3,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,2136,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,56,6,6,2,2,5,4,2,3,4,5
2,1634,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,2,2,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,4,1,60,25,5,9.0,75,40,15,5.5,45,10,25,12.5,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,5,2,45,40,15,9.0,60,10,25,5.5,75,25,5,12.5,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,6,2,75,10,25,9.0,45,25,5,5.5,60,40,15,12.5,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,7,2,75,40,5,5.5,45,10,15,12.5,60,25,25,9.0,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,8,1,60,10,15,5.5,75,25,25,12.5,45,40,5,9.0,1,1,1,33,6,4,2,3,3,5,2,2,1,2
2,1634,9,1,45,25,25,5.5,60,40,5,12.5,75,10,15,9.0,1,1,1,33,6,4,2,3,3,5,2,2,1,2
1,2137,1,2,45,10,5,12.5,60,25,15,9.0,75,40,25,5.5,1,1,1,44,6,6,2,3,4,5,2,4,4,3
1,2137,2,3,75,25,15,12.5,45,40,25,9.0,60,10,5,5.5,1,1,1,44,6,6,2,3,4,5,2,4,4,3
1,2137,3,3,60,40,25,12.5,75,10,5,9.0,45,25,15,5.5,1,1,1,44,6,6,2,3,4,5,2,4,4,3
